rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier,weather_humidity,weather_label,weather_roof_flag,weather_roof_status,live_slate_status
82,2026-05-13,2026,Vinnie Pasquantino,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,680,FanDuel,12.82,29.10,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Vinnie Pasquantino"",""player_key"":""vinnie pasquantino"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""FanDuel"",""consensus_odds"":""583"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+680 | DraftKings:+640 | Caesars:+525 | BetMGM:+525"",""raw_books_seen"":""FanDuel:+680 | DraftKings:+640 | Caesars:+525 | BetMGM:+525 | FanDuel:+680"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,84.72,ELITE MATCHUP,4-Seam Fastball,25.1,100.0,100.0,Cutter,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,244,251,Vinnie Pasquantino profiles best against 4-Seam Fastball | Noah Schultz grades weakest on Sweeper,49.74,NEUTRAL,56.51,NEUTRAL,40.38,NORMAL,113,7.0,7,3,1,0,0,Seranthony Domínguez 33 pitches 2 app | Bryan Hudson 16 pitches 2 app,4.26,1.36,1.09,8.09,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,56.53,62.00,47.50,50.00,52.00,29.10,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
83,2026-05-13,2026,Lane Thomas,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,680,FanDuel,12.82,29.10,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Lane Thomas"",""player_key"":""lane thomas"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""FanDuel"",""consensus_odds"":""623"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+680 | DraftKings:+670 | Caesars:+575 | BetMGM:+550"",""raw_books_seen"":""FanDuel:+680 | DraftKings:+670 | Caesars:+575 | BetMGM:+550"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,83.87,ELITE MATCHUP,4-Seam Fastball,25.1,100.0,100.0,Sinker,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,163,251,Lane Thomas profiles best against 4-Seam Fastball | Noah Schultz grades weakest on Sweeper,49.74,NEUTRAL,56.51,NEUTRAL,40.38,NORMAL,113,7.0,7,3,1,0,0,Seranthony Domínguez 33 pitches 2 app | Bryan Hudson 16 pitches 2 app,4.26,1.36,1.09,8.09,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,56.53,62.00,47.50,50.00,52.00,29.10,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
84,2026-05-13,2026,Bobby Witt Jr.,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,475,BetMGM,17.39,29.10,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Bobby Witt Jr."",""player_key"":""bobby witt"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""475"",""book"":""BetMGM"",""consensus_odds"":""466"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+475 | FanDuel:+470 | DraftKings:+461 | Caesars:+425"",""raw_books_seen"":""BetMGM:+475 | FanDuel:+470 | DraftKings:+461 | Caesars:+425 | BetMGM:+475"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,91.96,ELITE MATCHUP,4-Seam Fastball,25.1,100.0,100.0,4-Seam Fastball,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,271,251,Bobby Witt Jr. profiles best against 4-Seam Fastball | Noah Schultz grades weakest on Sweeper,49.74,NEUTRAL,56.51,NEUTRAL,40.38,NORMAL,113,7.0,7,3,1,0,0,Seranthony Domínguez 33 pitches 2 app | Bryan Hudson 16 pitches 2 app,4.26,1.36,1.09,8.09,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,56.53,62.00,47.50,50.00,52.00,29.10,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
85,2026-05-13,2026,Salvador Perez,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,430,FanDuel,18.87,29.10,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Salvador Perez"",""player_key"":""salvador perez"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""430"",""book"":""FanDuel"",""consensus_odds"":""401"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+430 | DraftKings:+402 | Caesars:+400 | BetMGM:+400"",""raw_books_seen"":""FanDuel:+430 | DraftKings:+402 | Caesars:+400 | BetMGM:+400"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,85.44,ELITE MATCHUP,4-Seam Fastball,25.1,100.0,100.0,4-Seam Fastball,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,238,251,Salvador Perez profiles best against 4-Seam Fastball | Noah Schultz grades weakest on Sweeper,49.74,NEUTRAL,56.51,NEUTRAL,40.38,NORMAL,113,7.0,7,3,1,0,0,Seranthony Domínguez 33 pitches 2 app | Bryan Hudson 16 pitches 2 app,4.26,1.36,1.09,8.09,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,56.53,62.00,47.50,50.00,52.00,29.10,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
86,2026-05-13,2026,Gabriel Moreno,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,1000,BetMGM,9.09,28.61,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Gabriel Moreno"",""player_key"":""gabriel moreno"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""1000"",""book"":""BetMGM"",""consensus_odds"":""890"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1000 | DraftKings:+900 | FanDuel:+880 | Caesars:+850"",""raw_books_seen"":""BetMGM:+1000 | DraftKings:+900 | FanDuel:+880 | Caesars:+850 | BetMGM:+1000"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,80.8,12.7,170,clear sky,Globe Life Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,87.67,ELITE MATCHUP,Sinker,32.6,100.0,100.0,4-Seam Fastball,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,124,215,Gabriel Moreno profiles best against Sinker | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,94.88,0.00,55.00,68.56,56.00,37.50,50.00,52.00,28.61,LONGSHOT,57,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
118,2026-05-13,2026,Geraldo Perdomo,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,1100,DraftKings,8.33,26.59,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Geraldo Perdomo"",""player_key"":""geraldo perdomo"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""1100"",""book"":""DraftKings"",""consensus_odds"":""915"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1100 | FanDuel:+980 | Caesars:+850 | BetMGM:+800"",""raw_books_seen"":""DraftKings:+1100 | FanDuel:+980 | Caesars:+850 | BetMGM:+800 | DraftKings:+1100"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,80.8,12.7,170,clear sky,Globe Life Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,81.39,STRONG,Sinker,32.6,87.7,100.0,4-Seam Fastball,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,259,215,Geraldo Perdomo profiles best against Sinker | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,85.38,0.00,55.00,68.56,56.00,37.50,50.00,52.00,26.59,LONGSHOT,57,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
119,2026-05-13,2026,Andrew Benintendi,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,home,1,Seth Lugo,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,650,BetMGM,13.33,26.57,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Andrew Benintendi"",""player_key"":""andrew benintendi"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""650"",""book"":""BetMGM"",""consensus_odds"":""564"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+650 | DraftKings:+587 | FanDuel:+540 | Caesars:+525"",""raw_books_seen"":""BetMGM:+650 | DraftKings:+587 | FanDuel:+540 | Caesars:+525 | BetMGM:+650"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,8,47.7,3.21,1.36,4.25,9.30,7.16,7.93,3.21,0.19,36.99,AVOID,36.99,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,80.68,STRONG,4-Seam Fastball,15.6,100.0,85.1,4-Seam Fastball,100.0,Cutter,100.0,Sinker 18.2% | Cutter 15.9% | 4-Seam Fastball 15.6% | Curveball 14.9%,187,302,Andrew Benintendi profiles best against 4-Seam Fastball | Seth Lugo grades weakest on Cutter,54.09,NEUTRAL,56.83,NEUTRAL,50.31,WATCH,149,8.3,8,4,1,0,0,Daniel Lynch IV 37 pitches 2 app,4.33,1.36,1.14,8.65,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue WATCH,100.00,0.00,55.00,36.99,62.00,47.50,50.00,52.00,26.57,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
120,2026-05-13,2026,Miguel Vargas,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,home,1,Seth Lugo,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,550,BetMGM,15.38,26.57,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Miguel Vargas"",""player_key"":""miguel vargas"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""550"",""book"":""BetMGM"",""consensus_odds"":""496"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+550 | DraftKings:+517 | Caesars:+475 | FanDuel:+440"",""raw_books_seen"":""BetMGM:+550 | DraftKings:+517 | Caesars:+475 | FanDuel:+440 | BetMGM:+550"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,8,47.7,3.21,1.36,4.25,9.30,7.16,7.93,3.21,0.19,36.99,AVOID,36.99,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,88.75,ELITE MATCHUP,Sweeper,12.6,93.4,100.0,4-Seam Fastball,100.0,Cutter,100.0,Sinker 18.2% | Cutter 15.9% | 4-Seam Fastball 15.6% | Curveball 14.9%,278,302,Miguel Vargas profiles best against Sweeper | Seth Lugo grades weakest on Cutter,54.09,NEUTRAL,56.83,NEUTRAL,50.31,WATCH,149,8.3,8,4,1,0,0,Daniel Lynch IV 37 pitches 2 app,4.33,1.36,1.14,8.65,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue WATCH,100.00,0.00,55.00,36.99,62.00,47.50,50.00,52.00,26.57,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
121,2026-05-13,2026,Colson Montgomery,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,home,1,Seth Lugo,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,350,BetMGM,22.22,26.57,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Colson Montgomery"",""player_key"":""colson montgomery"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""350"",""book"":""BetMGM"",""consensus_odds"":""338"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+350 | DraftKings:+346 | Caesars:+330 | FanDuel:+330"",""raw_books_seen"":""BetMGM:+350 | DraftKings:+346 | Caesars:+330 | FanDuel:+330 | BetMGM:+350"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,8,47.7,3.21,1.36,4.25,9.30,7.16,7.93,3.21,0.19,36.99,AVOID,36.99,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,90.06,ELITE MATCHUP,Cutter,15.9,100.0,100.0,4-Seam Fastball,100.0,Cutter,100.0,Sinker 18.2% | Cutter 15.9% | 4-Seam Fastball 15.6% | Curveball 14.9%,250,302,Colson Montgomery profiles best against Cutter | Seth Lugo grades weakest on Cutter,54.09,NEUTRAL,56.83,NEUTRAL,50.31,WATCH,149,8.3,8,4,1,0,0,Daniel Lynch IV 37 pitches 2 app,4.33,1.36,1.14,8.65,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue WATCH,100.00,0.00,55.00,36.99,62.00,47.50,50.00,52.00,26.57,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
122,2026-05-13,2026,Munetaka Murakami,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,home,1,Seth Lugo,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,293,DraftKings,25.45,26.57,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Munetaka Murakami"",""player_key"":""munetaka murakami"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""293"",""book"":""DraftKings"",""consensus_odds"":""273"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+293 | FanDuel:+290 | Caesars:+255 | BetMGM:+230"",""raw_books_seen"":""DraftKings:+293 | FanDuel:+290 | Caesars:+255 | BetMGM:+230 | DraftKings:+293"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,8,47.7,3.21,1.36,4.25,9.30,7.16,7.93,3.21,0.19,36.99,AVOID,36.99,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,84.15,ELITE MATCHUP,Curveball,14.9,100.0,97.0,Knuckle Curve,100.0,Cutter,100.0,Sinker 18.2% | Cutter 15.9% | 4-Seam Fastball 15.6% | Curveball 14.9%,292,302,Munetaka Murakami profiles best against Curveball | Seth Lugo grades weakest on Cutter,54.09,NEUTRAL,56.83,NEUTRAL,50.31,WATCH,149,8.3,8,4,1,0,0,Daniel Lynch IV 37 pitches 2 app,4.33,1.36,1.14,8.65,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue WATCH,100.00,0.00,55.00,36.99,62.00,47.50,50.00,52.00,26.57,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
124,2026-05-13,2026,Kyle Tucker,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,533,DraftKings,15.80,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Kyle Tucker"",""player_key"":""kyle tucker"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""533"",""book"":""DraftKings"",""consensus_odds"":""473"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+533 | FanDuel:+520 | Caesars:+425 | BetMGM:+360"",""raw_books_seen"":""DraftKings:+533 | FanDuel:+520 | Caesars:+425 | BetMGM:+360 | DraftKings:+533"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,91.61,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,257,292,Kyle Tucker profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
