rank,name,team,opponent,game,pitcher,odds,final_hr_score,decision_tier,temperature,wind_speed,wind_direction,weather_desc,venue,roof_status,vegas_total,temp_score,wind_score,park_score,vegas_score,raw_weather_boost,weather_environment_score,weather_environment_grade,note
103,Billy Cook,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,900,39.5,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
104,Nick Gonzales,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,1080,39.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
105,Christian Yelich,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,790,39.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
106,Brooks Lee,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,880,38.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
107,William Contreras,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,900,38.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
108,Willi Castro,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,900,38.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
109,Jared Triolo,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,1200,37.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
110,Andrew Vaughn,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,900,36.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
111,Troy Johnston,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,900,36.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
112,Ezequiel Tovar,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,980,33.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
113,Jake McCarthy,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1200,32.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
114,Kyle Karros,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1240,32.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
115,Freddy Fermin,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,1050,32.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
116,Luis Rengifo,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1500,32.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
117,Tyler Freeman,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1560,30.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
118,David Hamilton,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1600,29.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
119,Austin Martin,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,1800,28.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
120,Luke Keaschall,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,1360,28.7,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
121,Sal Frelick,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,2000,28.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
122,Willson Contreras,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,490,80.2,STRONG PLAY,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
123,Corey Seager,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,441,75.7,PLAYABLE,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
124,Wilyer Abreu,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,490,75.6,VALUE BOMB,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
125,Kyle Schwarber,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,250,74.7,PLAYABLE,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
126,Juan Soto,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,470,74.3,VALUE BOMB,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
127,Corbin Carroll,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,451,65.3,WATCH,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
128,Jake Burger,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,470,64.4,WATCH,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
129,Brandon Nimmo,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,573,63.7,WATCH,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
130,Ketel Marte,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,426,63.7,WATCH,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
131,Mickey Gasper,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,790,62.7,LOTTO ONLY,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
132,Bryce Harper,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,490,62.6,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
133,Riley Greene,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,423,62.4,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
134,Joc Pederson,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,590,61.9,WATCH,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
135,Mark Vientos,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,570,61.5,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
136,Spencer Torkelson,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,500,61.5,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
137,Jarren Duran,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,690,61.4,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
138,Josh Jung,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,550,60.7,WATCH,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
139,Dillon Dingler,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,525,59.7,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
140,Marcelo Mayer,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,820,58.4,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
141,Evan Carter,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,770,57.9,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
142,Carlos Narváez,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,850,57.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
143,Adrian Del Castillo,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,780,56.5,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
144,Adolis García,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,561,52.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
145,Danny Jansen,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,620,52,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
146,Trevor Story,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,760,51.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
147,Caleb Durbin,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,1220,50.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
148,Ceddanne Rafaela,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,980,50.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
149,Gabriel Moreno,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,1000,49.8,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
150,Masataka Yoshida,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,1040,49.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
151,Nolan Arenado,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,840,48.8,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
152,Marcus Semien,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,790,48.7,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
153,Bo Bichette,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,850,47.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
154,Lourdes Gurriel Jr.,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,890,46.1,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
155,Colt Keith,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,680,46.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
156,Wenceel Pérez,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,800,45.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
157,Ezequiel Duran,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,930,44.3,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
158,Trea Turner,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,820,44.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
159,Matt Vierling,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,760,43.7,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
160,Connor Wong,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,920,43.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
161,Luis Torrens,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,930,42.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
162,James McCann,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,950,42.1,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
163,Brandon Marsh,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1060,40.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
164,Tyrone Taylor,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,980,38.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
165,Brett Baty,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,1040,38.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
166,Bryson Stott,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1160,38.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
167,Alejandro Osuna,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,1220,38.1,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
168,Geraldo Perdomo,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,1100,38.1,PASS,71.2,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,54,56,52.8,55,0,50,SUPPRESS,Weather slightly suppresses power
169,J.T. Realmuto,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,980,37.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
170,Vidal Bruján,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,1050,36.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
171,Edmundo Sosa,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1020,35.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
172,Alec Bohm,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1120,35.5,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
173,Zach McKinstry,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,1260,29.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
174,Max Muncy,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,320,72.5,PLAYABLE,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
175,Will Smith,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,420,61.6,WATCH,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
176,Freddie Freeman,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,520,60.6,WATCH,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
177,Andy Pages,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,490,56.9,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
178,Teoscar Hernández,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,440,55.4,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
179,Dalton Rushing,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,520,54.3,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
180,Casey Schmitt,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,550,52.8,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
181,Kyle Tucker,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,533,51.5,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
182,Heliot Ramos,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,575,51.4,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
183,Mookie Betts,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,390,50.9,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
184,Rafael Devers,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,525,48.3,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
185,Willy Adames,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,720,43.8,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
186,Matt Chapman,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,790,38.5,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
187,Harrison Bader,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,900,37,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
188,Jung Hoo Lee,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1080,31.6,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
189,Jesus Rodriguez,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1220,30.9,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
190,Luis Arraez,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1500,29.1,PASS,57.9,3.4,200,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,44,50,50.9,55,0,49.5,SUPPRESS,Weather slightly suppresses power
191,Ian Happ,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,430,75.8,PLAYABLE,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
192,Moisés Ballesteros,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,610,69.7,WATCH,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
193,Seiya Suzuki,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,425,64,WATCH,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
194,Michael Busch,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,450,63.1,WATCH,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
195,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,550,62.2,WATCH,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
196,Dansby Swanson,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,650,61.8,WATCH,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
197,Alex Bregman,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,576,59.2,WATCH,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
198,Carson Kelly,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,680,58.8,WATCH,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
199,Matt Olson,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,400,58.2,WATCH,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
200,Michael Harris II,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,590,56.4,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
