rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier
62,2026-05-13,2026,Brandon Nimmo,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,573,DraftKings,14.86,29.80,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Brandon Nimmo"",""player_key"":""brandon nimmo"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""573"",""book"":""DraftKings"",""consensus_odds"":""520"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+573 | FanDuel:+520 | Caesars:+500"",""raw_books_seen"":""DraftKings:+573 | FanDuel:+520 | Caesars:+500 | DraftKings:+573"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,90.17,ELITE MATCHUP,4-Seam Fastball,61.0,92.2,100.0,Cutter,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,286,277,Brandon Nimmo profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball,47.43,RESPECT,57.64,NEUTRAL,33.33,FRESH,95,6.7,6,1,1,1,0,Brandon Pfaadt 39 pitches 1 app,4.46,1.30,1.20,7.60,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,69.33,56.00,37.50,50.00,52.00,29.80,LONGSHOT
63,2026-05-13,2026,Josh Jung,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,550,DraftKings,15.38,29.80,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Josh Jung"",""player_key"":""josh jung"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""550"",""book"":""DraftKings"",""consensus_odds"":""535"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+550 | BetMGM:+550 | FanDuel:+520 | Caesars:+500"",""raw_books_seen"":""DraftKings:+550 | BetMGM:+550 | FanDuel:+520 | Caesars:+500 | DraftKings:+550"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,94.96,ELITE MATCHUP,4-Seam Fastball,61.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,237,277,Josh Jung profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball | Direct pitch type overlap,47.43,RESPECT,57.64,NEUTRAL,33.33,FRESH,95,6.7,6,1,1,1,0,Brandon Pfaadt 39 pitches 1 app,4.46,1.30,1.20,7.60,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,69.33,56.00,37.50,50.00,52.00,29.80,LONGSHOT
64,2026-05-13,2026,Jake Burger,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,470,FanDuel,17.54,29.80,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Jake Burger"",""player_key"":""jake burger"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""FanDuel"",""consensus_odds"":""439"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+470 | DraftKings:+453 | Caesars:+425 | BetMGM:+380"",""raw_books_seen"":""FanDuel:+470 | DraftKings:+453 | Caesars:+425 | BetMGM:+380"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,88.14,ELITE MATCHUP,4-Seam Fastball,61.0,85.4,100.0,Sinker,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,210,277,Jake Burger profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball,47.43,RESPECT,57.64,NEUTRAL,33.33,FRESH,95,6.7,6,1,1,1,0,Brandon Pfaadt 39 pitches 1 app,4.46,1.30,1.20,7.60,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,69.33,56.00,37.50,50.00,52.00,29.80,LONGSHOT
65,2026-05-13,2026,Corey Seager,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,441,DraftKings,18.48,29.80,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Corey Seager"",""player_key"":""corey seager"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""441"",""book"":""DraftKings"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+441 | FanDuel:+420 | Caesars:+390 | BetMGM:+340"",""raw_books_seen"":""DraftKings:+441 | FanDuel:+420 | Caesars:+390 | BetMGM:+340 | DraftKings:+441"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,94.57,ELITE MATCHUP,4-Seam Fastball,61.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,277,277,Corey Seager profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball | Direct pitch type overlap,47.43,RESPECT,57.64,NEUTRAL,33.33,FRESH,95,6.7,6,1,1,1,0,Brandon Pfaadt 39 pitches 1 app,4.46,1.30,1.20,7.60,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,69.33,56.00,37.50,50.00,52.00,29.80,LONGSHOT
66,2026-05-13,2026,James McCann,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,950,DraftKings,9.52,29.70,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""James McCann"",""player_key"":""james mccann"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""950"",""book"":""DraftKings"",""consensus_odds"":""900"",""trusted_books_count"":""2"",""trusted_books"":""DraftKings:+950 | Caesars:+850"",""raw_books_seen"":""DraftKings:+950 | Caesars:+850 | DraftKings:+950"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,85.13,ELITE MATCHUP,Sinker,32.6,100.0,100.0,Sinker,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,85,215,James McCann profiles best against Sinker | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,68.56,56.00,37.50,50.00,52.00,29.70,LONGSHOT
67,2026-05-13,2026,Lourdes Gurriel Jr.,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,890,DraftKings,10.10,29.70,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Lourdes Gurriel Jr."",""player_key"":""lourdes gurriel"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""890"",""book"":""DraftKings"",""consensus_odds"":""760"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+890 | FanDuel:+820 | Caesars:+700 | BetMGM:+650"",""raw_books_seen"":""DraftKings:+890 | FanDuel:+820 | Caesars:+700 | BetMGM:+650 | DraftKings:+890"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,92.47,ELITE MATCHUP,Cutter,12.1,100.0,100.0,Cutter,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,176,215,Lourdes Gurriel Jr. profiles best against Cutter | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,68.56,56.00,37.50,50.00,52.00,29.70,LONGSHOT
68,2026-05-13,2026,Nolan Arenado,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,840,DraftKings,10.64,29.70,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Nolan Arenado"",""player_key"":""nolan arenado"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""840"",""book"":""DraftKings"",""consensus_odds"":""745"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+840 | FanDuel:+790 | Caesars:+700 | BetMGM:+600"",""raw_books_seen"":""DraftKings:+840 | FanDuel:+790 | Caesars:+700 | BetMGM:+600 | DraftKings:+840"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,85.58,ELITE MATCHUP,Sinker,32.6,100.0,100.0,Sinker,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,237,215,Nolan Arenado profiles best against Sinker | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,68.56,56.00,37.50,50.00,52.00,29.70,LONGSHOT
69,2026-05-13,2026,Adrian Del Castillo,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,780,DraftKings,11.36,29.70,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Adrian Del Castillo"",""player_key"":""adrian del castillo"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""780"",""book"":""DraftKings"",""consensus_odds"":""693"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+780 | FanDuel:+760 | Caesars:+625 | BetMGM:+525"",""raw_books_seen"":""DraftKings:+780 | FanDuel:+760 | Caesars:+625 | BetMGM:+525 | DraftKings:+780"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,93.80,ELITE MATCHUP,Sinker,32.6,100.0,100.0,4-Seam Fastball,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,208,215,Adrian Del Castillo profiles best against Sinker | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,68.56,56.00,37.50,50.00,52.00,29.70,LONGSHOT
70,2026-05-13,2026,Corbin Carroll,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,451,DraftKings,18.15,29.70,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Corbin Carroll"",""player_key"":""corbin carroll"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""451"",""book"":""DraftKings"",""consensus_odds"":""420"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+451 | FanDuel:+440 | Caesars:+400 | BetMGM:+380"",""raw_books_seen"":""DraftKings:+451 | FanDuel:+440 | Caesars:+400 | BetMGM:+380 | DraftKings:+451"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,90.03,ELITE MATCHUP,Slider,34.9,94.0,100.0,4-Seam Fastball,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,256,215,Corbin Carroll profiles best against Slider | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,68.56,56.00,37.50,50.00,52.00,29.70,LONGSHOT
71,2026-05-13,2026,Ketel Marte,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,426,DraftKings,19.01,29.70,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Ketel Marte"",""player_key"":""ketel marte"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""426"",""book"":""DraftKings"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+426 | FanDuel:+420 | Caesars:+390 | BetMGM:+350"",""raw_books_seen"":""DraftKings:+426 | FanDuel:+420 | Caesars:+390 | BetMGM:+350 | DraftKings:+426"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,92.27,ELITE MATCHUP,Slider,34.9,92.6,100.0,4-Seam Fastball,93.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,222,215,Ketel Marte profiles best against Slider | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,68.56,56.00,37.50,50.00,52.00,29.70,LONGSHOT
72,2026-05-13,2026,Masataka Yoshida,,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Pre-Game,Fenway Park,home,1,Andrew Painter,Andrew Painter,Andrew Painter,691725,R,Andrew Painter,691725,Sonny Gray,543243,1040,DraftKings,8.77,29.55,missing,,,,,,,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Masataka Yoshida"",""player_key"":""masataka yoshida"",""team"":""Boston Red Sox"",""team_key"":""boston red sox"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""1040"",""book"":""DraftKings"",""consensus_odds"":""928"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1040 | FanDuel:+980 | BetMGM:+875 | Caesars:+850"",""raw_books_seen"":""DraftKings:+1040 | FanDuel:+980 | DraftKings:+930 | FanDuel:+920 | BetMGM:+875 | Caesars:+850 | Caesars:+850 | BetMGM:+800 | DraftKings:+1040"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Philadelphia Phillies,probable,6,32.7,6.89,1.71,5.29,8.44,10.05,8.27,3.31,1.65,86.72,ATTACK,86.72,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH,7.8,0.0,MATCH,the_odds_api_totals,83.74,ELITE MATCHUP,Slider,17.0,83.5,100.0,Slider,83.5,4-Seam Fastball,100.0,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,103,283,Masataka Yoshida profiles best against Slider | Andrew Painter grades weakest on 4-Seam Fastball,35.55,RESPECT,52.60,NEUTRAL,12.00,FRESH,51,3.7,4,1,0,0,0,Jhoan Duran 36 pitches 2 app,4.46,1.40,0.98,9.62,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,90.88,0.00,55.00,86.72,52.00,32.50,50.00,52.00,29.55,LONGSHOT
